,Class Index,Description
2375,2,"For Bill Belichick, it isn't a preference. In his mind, turning NCAA defensive ends into NFL linebackers is practically a necessity."
2376,2,Philadelphia Eagles defensive end N.D. Kalu will miss the season after tearing the anterior cruciate ligament in his right knee during yesterday's practice.
2377,2,"Joe Thornton didn't make the score he was looking for yesterday, but the Bruins captain will earn \$6.75 million, the most of any player in the club's history, if the National Hockey League has a full 2004-05 season."
2378,2,"Normally, there are few sure things in golf, but here's something we can be certain of: The lads in today's final pairing at the 84th New England PGA Championship at Brae Burn Country Club will not require introductions."
2379,2,"With some late heroics, Northern New England knocked off undefeated North Shore, 3-2, in the championship game of the Hockey Night in Boston Summer Showcase at Merrimack College last night."
2380,1,"AFP - China has appealed to the United States not to send the ""wrong signal"" after Washington said a handful of detained Uighurs being held at the US military base in Guantanamo Bay would not be returned to China."
2381,1,PARIS (Reuters) - Pope John Paul's visit to Lourdes last  weekend left the Roman Catholic shrine with a 1.2 million euro  (\$1.47 million) deficit because pilgrims keen to get good seats  at his mass rushed past collection boxes.
2382,1,"PORT-AU-PRINCE, Haiti -- A jury yesterday acquitted a leader of a paramilitary group accused of killing thousands, after a 14-hour murder trial that angered human rights groups and provoked criticism of the new US-backed government."
2383,1,"HAMBURG -- A Moroccan being retried on charges he aided the Sept. 11 plotters was part of lead hijacker Mohamed Atta's inner circle and knew of the group's arguments for turning to violence, a witness testified yesterday."
2384,1,"CARACAS -- Fresh from victory and emboldened by a decisive mandate, Venezuelan President Hugo Chavez has the opportunity to extend an olive branch to a seething opposition and a suspicious US administration, but the rifts may have grown too deep to be mended."
2385,1,MOSCOW -- Thousands of Russian children are adopted by foreigners every year -- but few go to such high-profile homes as the leader of Germany.
2386,1,"BUJUMBURA, Burundi -- Burundi and Rwanda threatened yesterday to send soldiers into neighboring Congo to hunt down Hutu extremists responsible for slaughtering more than 160 Congolese Tutsi refugees at a UN camp in Burundi -- deployments that could reignite a regional conflict in this part of Africa."
2387,4,AP - Google Inc.'s plans to move ahead with its initial public stock offering ran into a roadblock when the Securities and Exchange Commission didn't approve the Internet search giant's regulatory paperwork as requested.
2388,1,"Reuters - Pakistan published pictures of six\""most-wanted terrorists"" on Wednesday and offered rewards for\information leading to the arrest of two al Qaeda-linked\militants wanted over assassination attempts on the president."
2389,1,Legendary singer Shane MacGowan is to play a mini-residency at London's famous Ronnie Scott's jazz club.
2390,3,"It #39;s hard to see the silver lining to the clouds over Florida at the moment. Soaking debris and destroyed homes, bereaved families and a rearranged landscape are the testament to Hurricane Charley #39;s power."
2391,3,"A Costco Wholesale assistant manager sued the warehouse-club chain yesterday in federal court, alleging the company #39;s promotion policies keep women from seeking out the top two positions at its stores."
2392,3,"LONDON (Reuters) - Fund managers #39; views on corporate profitability worldwide have turned sharply negative over the past month for the first time in three years, a Merrill Lynch survey of fund managers shows."
2393,3,Property group Lend Lease Corp. on Wednesday announced a return to full-year profit and forecast earnings-per-share growth of more than 15 percent in the current year.
2394,4,"HP BOSS Ann Livermore said that the move to Itanium was not responsible for HP #39;s sales slump. Livermore, who managed to avoid an axe wielding Carly Fiorina this week as sales in the bits of the company she manages plummeted, said that killing the Alpha ..."
2395,4,Encryption circles are buzzing with news that mathematical functions embedded in common security applications have previously unknown weaknesses. 
2396,2,ATHENS -- How many gilded fairy tales do you want? There was the Magnificent 7 in Atlanta in 1996 and the Fantastic 5 in Anaheim last summer. Was anyone really counting on dethroning the Romanians at an ...
2397,2,ATHENS (CP) - Olympic organizers increased security inside all sports venues Tuesday after a Canadian spectator climbed out of the stands and jumped off one of the boards into the pool. 
2398,2,"ATHENS -- The meltdown continues in the pool for Canada #39;s swimmers. Only this time, it #39;s talk and not just times that are creating heat. Rick Say, who has posted Canada #39;s best individual showing in the pool with a sixth-place finish in the highly ..."
2399,2,"Chicago White Sox manager Ozzie Guillen was hospitalized last night and might have kidney stones. Guillen, serving the first game of a two-game suspension, left the ballpark about three hours before the game against Detroit and went to a Chicago hospital ..."
2400,2,"Oh, those wacky Red Sox. Nothing like a little levity to take the edge off a playoff race. That #39;s why Terry Francona #39;s merry pranksters last night let Manny Ramirez lead the charge out of the dugout in the ..."
2401,2,TOP seed Andre Agassi cruised into the next round of the ATP Legg Mason Tennis Classic in Washington with a 6-4 6-2 win over fellow American Paul Goldstein.
2402,1,"NAJAF, Iraq -- Radical Shi #39;ite Muslim cleric Moqtada al-Sadr refused yesterday to meet with a delegation of Iraqi political figures that had rushed here from Baghdad with a last-ditch offer for peace, ..."
2403,1,"JERUSALEM Israel set off a mysterious explosion in an olive grove near the house of a senior Hamas activist Wednesday, killing five Palestinians and wounding seven. The strike came just before Prime Minister Ariel Sharon faced a key party test linked to ..."
2404,1,HERAT (Reuters) - A renegade Afghan militia commander and a spokesman for the governor of the western province of Herat said on Wednesday their forces were honoring a cease-fire brokered a day earlier by the US envoy to Afghanistan. 
2405,1,GAZA CITYA senior Hamas leader survived an Israeli assassination attempt early today but at least five other Palestinians were killed in the explosion that tore through his Gaza home. 
2406,1,President Bush #39;s plan to begin pulling most of the US troops out of Europe nearly fifteen years after the fall of the Berlin Wall has many Germans worried.
2407,1,"Aug. 18 (Bloomberg) -- Road traffic to Nepal #39;s capital, Kathmandu, stopped as communist rebels began a blockade of the city to demand the release of insurgents, Reuters reported."
2408,1,A BRITISH soldier was killed and another seriously injured in clashes with Iraqi rebel gunmen in Basra yesterday. 
2409,1,BEIJING - The arrest of a Hong Kong pro-democracy candidate in mainland China on charges of soliciting a prostitute touched off a media furor in the former British colony yesterday and fueled suspicion that Beijing was trying to influence ...
2410,2,"ATHENS (Reuters) - Greek Olympic 200 meters champion Costas  Kenteris, the focus of an Olympic doping scandal, withdrew from  the Athens Games on Wednesday ""out of a sense of  responsibility."""
2411,3, LONDON (Reuters) - The dollar hovered near multi-week lows  on Wednesday as investors questioned whether the U.S. central  bank would raise interest rates next month in the light of  another round of weak U.S. data.
2412,3,"NEW YORK (Reuters) - Google Inc., the Web search engine, on  Wednesday slashed the price range on its eagerly awaited  initial public offering to between \$85 and \$95 per share from  \$108 to \$135 per share."
2413,3,"Philippine shares finished lower Wednesday on selling triggered by a clutch of negative financial news and the steep fall of blue-chip Philippine Long Distance Telephone Co. #39;s American depositary receipts, traders said."
2414,3,Financial services firm ING has been identified as the company that plans to yank \$5 billion from the hands of Janus Capital Group.
2415,3,Ford is celebrating its 100th anniversary in Canada today amid uncertainty over the future of the automaker #39;s Oakville assembly plant.
2416,4,"WASHINGTON Aug. 17, 2004  Scientists are planning to take the pulse of the planet and more in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be ..."
2417,2,ATHENS (Reuters) - Greek Olympic 200 metres champion Costas Kenteris and his fellow Greek Olympic silver medallist Katerina Thanou say they are withdrawing from the Athens Games.
2418,2,"UAE joins Olympics gold medal winners ABU DHABI, 18 Aug. 04 (WAM) -- A UAE paper said today that Sheikh Ahmed bin Hashar Al Maktoum #39;s winning of the gold medal in double trap shooting had taken the UAE to the pinnacle of sporting glory at the Olympics."
2419,2,World number one Roger Federer of Switzerland crashed out of the Olympic tennis tournament on Tuesday when he lost to unseeded Tomas Berdych of the Czech Republic. 
2420,2,"ARLINGTON, Texas -- All of a sudden, the Indians #39; prolific offense has been reduced to shambles. And, remember phenom left-hander Cliff Lee, who won 10 games before the All-Star break? He #39;s seemingly forgotten how to pitch."
2421,2,"A member or members of the USC football team is being investigated for alleged sexual assault, the Los Angeles police department said last night. "
2422,1,A mechanic was ordered today to stand trial for the alleged murder of British backpacker Peter Falconio in the Australian Outback three years ago. 
2423,3,"Reuters - Google Inc., the Web search engine, on\Wednesday slashed the price range on its eagerly awaited\initial public offering to between  #36;85 and  #36;95 per share from\ #36;108 to  #36;135 per share."
2424,3,"Reuters - Bank of America Corp. (BAC.N), plans\on Wednesday to lay off hundreds of tellers and other employees\at Fleet bank branches, and ask them to leave immediately, the\Boston Globe said on Wednesday, citing documents it obtained\and Fleet branch managers."
2425,3,"LONDON (Reuters) - Oil prices held steady near \$47 a barrel  on Wednesday a day after setting yet another record when the  United States, the world's biggest oil consumer, said inflation  had stayed in check despite rising energy costs."
2426,2,"AP - Top Greek sprinters Kostas Kenteris and Katerina Thanou withdrew Wednesday from the Athens Games, nearly a week after the duo missed a drug test and were hospitalized after a mysterious motorcycle crash."
2427,2,"AP - Mark Teixeira needed only a single to hit for the cycle, and his Texas Rangers teammates wanted to see him make some baseball history."
2428,2,"ATHENS (Reuters) - Triple Sydney Olympic champion Inge de  Bruijn, who lost her 100 meters butterfly title on Sunday,  posted the fastest heat time as she opened the defense of her  100 freestyle crown on Wednesday."
2429,2," MADRID (Reuters) - Leading Spanish cyclist Iban Mayo will  probably miss next month's Tour of Spain because of a suspected  viral infection, his team manager said on Wednesday."
2430,1," BEIJING (Reuters) - China has detained eight Roman Catholic  priests in northern Hebei province, continuing a crackdown on  those loyal to the Pope, a U.S.-based religious right group  said on Wednesday."
2431,1,"SAN JOSE, Calif. - Google Inc.'s plans to move ahead with its initial public stock offering ran into a roadblock when the Securities and Exchange Commission didn't approve the Internet search giant's regulatory paperwork as requested..."
2432,1,"LONDON - Two of the suspects allegedly had surveillance plans of the Prudential Building in Newark, N.J., mentioned in the Aug. 1 U.S..."
2433,3,"Anglo-Australian mining giant BHP Billiton on Wednesday announced Australia #39;s biggest ever annual net profit, US\$3.51 billion (euros 2.84 billion), thanks to soaring demand."
2434,3,"Aug. 18 (Bloomberg) -- Nestle SA, the world #39;s largest food company, said first-half profit rose 2.1 percent, less than forecast, as sales in Western Europe declined and costs for sugar, energy and packaging materials increased."
2435,4,"Over the past year, spyware has become an increasing problem. Every time that you visit a web site, you must run the gauntlet of a variety of pop-up adverts, any of which can be programmed to place spyware on your computer. "
2436,2,The two Greek sprinters who missed drug tests prior to the start of the Athens Olympics today withdrew from the games. 
2437,2,"ATHENS - Klete Keller says he likes to run with the bulls. Talks a little bull, too. But he doesn #39;t kid around in the water."
2438,2,"Athens -- Allen Iverson scored 17 points, even with the broken thumb on his shooting hand, as the United States rebounded from a shocking opening-game loss to beat Greece 77-71 at the men #39;s Olympic basketball tournament yesterday."
2439,2,"You remember, of course, Armenian Prince Varazdates and the spectacle of his boxing triumph. And who can forget Zopyros of Athens, wrestling-boxing his way to the junior pankration crown. "
2440,2,Major League Baseball #39;s owners will convene in Philadelphia today for two days of meetings that will culminate with a coronation of sorts.
2441,1,Foreign Minister Alexander Downer has offered an up-beat assessment at the end of talks in Pyongyang about the North Korean nuclear crisis. 
2442,1,"CANBERRA : Australian opposition leader Mark Latham is in hospital with an inflamed pancreas, his office said. "
2443,2,"The United States had lost nine straight Olympic matches, dating to the Atlanta Games in 1996. Clay Stanley made sure it didn't continue."
2444,2,"Gyms worldwide were dark in anticipation of the Olympic gymnastics competition, NBC's Al Trautwig said this week in a dramatic introduction -- and then the cameras pulled back to reveal row after row of empty seats in Athens."
2445,4,"Reuters - Google Inc., the Web search engine, on\Wednesday slashed the price range on its eagerly awaited\initial public offering to between  #36;85 and  #36;95 per share from\ #36;108 to  #36;135 per share."
2446,2," ATHENS (Reuters) - With no clear-cut favorite, the women's  sprints at the Athens Olympics will be more exciting than they  were four years ago when Marion Jones dominated, according to  Caribbean sprinters Debbie Ferguson and Veronica Campbell."
2447,1,"Italy police defuse a  bomb  near Silvio Berlusconi's holiday villa, hours after a visit by the UK's Tony Blair."
2448,3,"NEW YORK (Reuters) - Google Inc., the Web search engine, on Wednesday slashed the price range on its eagerly awaited initial public offering to between \$85 and \$95 per share from \$108 to \$135 per share."
2449,3,"WASHINGTON  Con-sumer prices in July fell nationally by 0.1 percent and in the New York metro region by 0.2 percent as gasoline prices dropped, the US Labor Department said yesterday."
2450,3,"NEW YORK (Reuters) - Bank of America Corp. (BAC.N: Quote, Profile, Research) , plans on Wednesday to lay off hundreds of tellers and other employees at Fleet bank branches, and ask them to leave immediately, the Boston Globe said on Wednesday, citing ..."
2451,3,"PARIS (Reuters) - French flag carrier Air France is raising its ticket prices by up to 12 euros (8 pounds) per flight leg, joining a number of other airlines in passing on higher jet fuel costs to passengers."
2452,4,"Netscape Communications has released Netscape 7.2, successor to the older version 7.1, which was released in mid-2003. The new release is based on version 1.7 of Mozilla, the most recent version of the Mozilla Internet application suite."
2453,2,"Michael Phelps showed no signs of either yesterday, swimming to two gold medals in the span of an hour at the Athens Olympic Games. "
2454,2,"OLYMPIA, GREECE -- Great players will walk upon a historic stage today at the Ancient Olympia Stadium. "
2455,2,Gail Devers and LaShaunte #39;a Moore will replace banned world champion Torri Edwards in the Olympic 100 and 200 metres races.
2456,2,"WASHINGTON, Aug. 17 (Xinhuanet) -- England coach Sven-Goran Eriksson has urged the international soccer authorities to preserve the health of the world superstar footballers for major tournaments, who expressed his will in Slaley of England on Tuesday ..."
2457,2,The player kicked in the head by Alex Rae believes the five-match ban imposed on the Rangers midfielder was just. 
2458,1,Accused of conspiring to commit murder. Alleged Al-Qa #39;ida operative charged with possessing plans of US financial institutions ...
2459,1,"JERUSALEM : Israeli Prime Minister Ariel Sharon #39;s Likud party votes on Sharon #39;s intention to bring the opposition Labour party into government, the day after he gave the green light to the construction of 1,000 new homes in Jewish settlements in the West ..."
2460,1,"Police have defused a bomb near the Sardinian holiday home of Silvio Berlusconi, the Italian prime minister, just hours after a visit by Tony Blair. "
2461,1,The family of Joanne Lees today welcomed the announcement that a mechanic is to stand trial in Australia for the murder of British backpacker Peter Falconio. 
2462,3,LONDON (Reuters) - High oil prices weighed on investor  sentiment across financial markets on Wednesday as the price of  crude stuck stubbornly close to \$47 a barrel.
2463,1,"AP - In a rare admission, Yasser Arafat suggested Wednesday that the Palestinian leadership has made ""mistakes"" and promised to correct them."
2464,1,"Reuters - No more Japanese nuclear reactors need to\be closed for inspections, electric power companies said on\Wednesday after submitting reports ordered by the government\following a reactor accident that killed four workers last\week."
2465,1,Security is stepped up in the border town of Bukavu after Rwanda and Burundi said they could send troops into Democratic Republic of Congo.
2466,1,Reuters - Two continents. Three luxury mansions\courtesy of friends. Endless sun and sea. And a front-row seat\for the Olympics to boot.
2467,1, KABUL (Reuters) - Afghanistan's President Hamid Karzai  promised Afghans greater security when they go to vote in the  country's first ever democratic election during an independence  day speech on Wednesday.
2468,1, LONDON (Reuters) - Two continents. Three luxury mansions  courtesy of friends. Endless sun and sea. And a front-row seat  for the Olympics to boot.
2469,1,"PUNTA GORDA, Fla. - Bill Nylander survived Hurricane Charley, but the storm still managed to hurt him days after it cut a swath of destruction through his hometown..."
2470,3,"Aug. 18 (Bloomberg) -- BHP Billiton, the world #39;s biggest mining company, more than doubled second-half profit as Chinese demand boosted commodity prices and said it may return as much as \$2 billion to investors, including through share buybacks."
2471,3,"Philippine shares finished lower Wednesday on selling triggered by a clutch of negative financial news and the steep fall of blue-chip Philippine Long Distance Telephone Co. #39;s American depositary receipts, traders said."
2472,4,"LOS ANGELES (Reuters)  Qualcomm has dropped an \$18 million claim for monetary damages from rival Texas Instruments for publicly discussing terms of a licensing pact, a TI spokeswoman confirmed Tuesday."
2473,4,"The PalmOne Wi-Fi SD card has finally arrived, but only for users with the most up to date models. The card is only compatible with two top of the range handsets, the Zire 72 and Tungsten T3."
2474,1,"NAJAF, Iraq (Reuters) - Heavy fighting has broken out between US troops and Shi #39;ite militiamen in the Iraqi city of Najaf after a peace delegation failed to broker a truce to end nearly two weeks of clashes."
2475,3,"The FreeiPods.com website looks as phony as a \$3 bill. In fact, it's at the forefront of performance-based marketing, as advertisers discover it's more effective to spend \$50 million on gifts than to blow the cash on TV ads. By Leander Kahney."
2476,1,"AP - A large explosion hit central Baghad on Wednesday close to a convention center where a key national gathering of political, religious and civic leaders entered its final day."
2477,1,"NAGDHUNGA, Nepal (Reuters) - Maoist rebels, fighting to  topple Nepal's constitutional monarchy, cut off all land routes  to the Himalayan kingdom's capital on Wednesday, disrupting  food and supplies to the city of 1.5 million people."
2478,3,"NEW YORK (Reuters) - Google Inc., the world's most popular  Web search engine, on Wednesday slashed the price range on its  eagerly awaited initial public offering (IPO) to between \$85  and \$95 per share from between \$108 and \$135 per share."
2479,1,"Reuters - Palestinian President\Yasser Arafat, under pressure to enact anti-corruption reforms,\said on Wednesday that some officials had misused their posts\and urged efforts to correct ""all the mistakes."""
2480,1,"AFP - Police discovered two bombs near the Sardinian villa of Italian Prime Minister Silvio Berlusconi, just hours after he met his British counterpart Tony Blair on the island."
2481,1,AFP - Global mining giant BHP Billiton posted the biggest net profit in Australian corporate history as soaring commodities prices and strong demand from China pushed net profit up 83 percent to 3.51 billion US dollars.
2482,1," RAMALLAH, West Bank (Reuters) - Palestinian President  Yasser Arafat, under pressure to enact anti-corruption reforms,  said on Wednesday that some officials had misused their posts  and urged efforts to correct ""all the mistakes."""
2483,1," BEIJING (Reuters) - China has detained eight Roman Catholic  priests in a crackdown on those loyal to the Pope and arrested  a ""Living Buddha"" for arousing superstition at the re-opening  of a temple, U.S. groups said on Wednesday."
2484,2,AP - Larry Walker has learned quickly that St. Louis Cardinals' fans know how to celebrate.
2485,1," NAJAF, Iraq (Reuters) - Heavy fighting broke out between  U.S. troops and Shi'ite militiamen in the Iraqi city of Najaf,  where Iraq's interim defense minister said he expected a  ""decisive battle"" to take place on Wednesday."
2486,4,ZDNet UK: Encryption circles are buzzing with news that mathematical functions embedded in common security applications have previously unknown weaknesses. 
2487,2,"ATHENS - American swimmer Michael Phelps collected two more gold medals Tuesday, but even he knew he wasn #39;t the story of the day from the Summer Olympics in Athens."
2488,2,"What if the Olympic Games --started here 2,780 years ago, right in this fertile, ancient town in the western Peloponnesus some 200 miles from Athens -- really mean something? ..."
2489,2,"More security will be placed around the fields of play at the Olympics after a man who wanted to send  #39; #39;a loving message to his wife #39; #39; jumped into the diving pool, the Athens Organizing Committee said."
2490,1,Labor says there appears to have been pressure from the Prime Minister #39;s office on a public servant and it #39;s reaffirmed its determination to reopen the Senate inquiry into the matter.
2491,1,"TOKYO, Aug. 18 (Xinhuanet) -- Four people were killed and two others missing as Typhoon Megi hit west Japan #39;s Kagawa and Ehime prefectures on Wednesday, the Japan Meteorological Agency said."
2492,3,"Reuters - U.S. shares were expected to open lower\on Wednesday after crude oil pushed to a fresh high overnight,\while Web search engine Google Inc. dented sentiment as it\slashed the price range on its initial public offering.\In a statement posted on its IPO Web site, Google said it had\cut the range on its IPO to  #36;85- #36;95 per share from  #36;108- #36;135\previously, a 26 percent reduction at the mid-point of the\range."
2493,3,Reuters - U.S. oil futures set a new record  #36;47.01\a barrel on Wednesday after a new threat against Iraq's oil\sector by rebel Shi'ite militia.  U.S. crude traded up 26 cents\to set a new high in the 21-year history of the New York\Mercantile Exchange contract.
2494,4,"This Web-savvy update syncs with MSN accounts, but you'll want to be aware of some functionality requirements and service limitations."
2495,3,"NEW YORK (Reuters) - Google, the world #39;s most popular Web search engine, has slashed the price range on its eagerly awaited initial public offering to between \$85 and \$95 per share from between \$108 and \$135 per share."
2496,3,TORONTO -- Shares of Nortel Networks edged lower yesterday after Canadian officials said they were opening a criminal investigation into accounting practices at the telecommunications equipment maker. 
2497,4,Want to add Wi-Fi connectivity to your PalmOne Tungsten T3 or Zire 72 handheld? Your wait is almost over.
2498,2,"After an hour of interrogation by a three-man IOC disciplinary panel at the Hilton Hotel this morning, Kenteris emerged amid chaotic scenes to declare that in the national interest he would not be defending the 200metres title he won in Sydney four ..."
2499,1,"Italian police today said they had defused a bomb near the Italian prime minister Silvio Berlusconi #39;s Sardinian holiday villa, only hours after a visit by the prime minister, Tony Blair."
2500,1,"DAR ES SALAAM (Reuters) - Burundi will urge regional leaders at a summit on Wednesday to impose sanctions against the rebel Hutu Forces for National Liberation (FNL), blamed for the slaughter of more than 160 Congolese Tutsi refugees in ..."
2501,1,"Australia #39;s foreign minister, Alexander Downer, has wrapped up talks in North Korea on the stand-off over the country #39;s efforts to develop nuclear weapons."
2502,1,"SYDNEY : Australia #39;s first convicted terrorist, who confessed to conspiring with Al-Qaeda to blow up the Israeli embassy in Canberra, wants a deal in exchange for testifying against terror suspects in foreign courts."
2503,3," LONDON (Reuters) - U.S. shares were expected to open lower  on Wednesday after crude oil pushed to a fresh high overnight,  while Web search engine Google Inc. dented sentiment as it  slashed the price range on its initial public offering."
2504,3,"NEW YORK, August 18 (New Ratings)  Google Inc has reportedly reduced its expected IPO price range to \$85-\$95 per share, from the previously expected price range of \$108-\$135 per share. The company is unlikely to price its shares until the market closes ..."
2505,3,Aug. 18 (Bloomberg) -- Crude oil prices rose to a record in New York before a government report that #39;s expected to show the third straight weekly drop in US crude oil inventories.
2506,2,"ATHENS, Greece - The night before, Michael Phelps had stood by the pool with a strained smile and a bronze medal, his quest for Olympic immortality dashed, his million-dollar bonus lost, his gold medal count stuck on one. "
2507,2,"ATHENS, Greece  The slogan for these Olympics is,  quot;Welcome Home. quot; But the Games really go home today, when the men #39;s and women #39;s shot put are held in the excavated stadium of ancient Olympia, which started all this madness in 776 BC ..."
2508,2,"With less than a month remaining before the current collective bargaining agreement expires, representatives for the NHL and the Players #39; Association met for nearly 4 1/2 hours yesterday without making any progress on a new CBA."
2509,1,"NAJAF, Iraq (Reuters) - Heavy fighting broke out between US troops and Shi #39;ite militiamen in the Iraqi city of Najaf, where Iraq #39;s interim defense minister said he expected a  quot;decisive battle quot; to take place on Wednesday."
2510,4,The government gives the green-light to internet-only pharmacies in England.
2511,1,"AFP - President Hamid Karzai has called on neighbouring countries to prevent militants crossing into Afghanistan through poorly monitored borders and cooperate in the ""fight against terror."""
2512,1,"AP - Democratic presidential nominee John Kerry is maintaining a slight lead over President Bush in the battleground state of Pennsylvania with crucial support from veterans and military families, according to a poll released Wednesday."
2513,1,Fighting resumes in the Iraqi city of Najaf between US troops and Shia militias after an abortive peace bid.
2514,1,"Changes in North Korea's economy have led to spiralling food prices many people cannot afford, the UN says."
2515,1,Clashes with separatists in the breakaway region of South Ossetia kill two Georgian soldiers.
2516,1,"BAGHDAD, Iraq - Iraq's National Conference refused Wednesday to send a second delegation to the holy city of Najaf to negotiate an end to fighting between U.S. troops and loyalists of radical cleric Muqtada al-Sadr, a day after he rebuffed their demand for a meeting..."
2517,4,"SiliconValley.com - As surely as CDs followed vinyl, there was bound to be a successor to the DVD spinning around in research labs."
2518,4,Summer is associated with romance and spammers are trying to cash in by bombarding inboxes with porn.
2519,1,Texas authorities are investigating claims that a US mother left her seven adopted children in Nigeria and went to work in Iraq.
2520,1,Pakistan offers rewards totalling more than \$1m for the capture of six top al-Qaeda suspects.
2521,1,Summer is traditionally associated with romance and spammers are trying to cash in by bombarding inboxes with porn.
2522,3,"In a sign that Google Inc. #39;s initial public offering isn #39;t as popular as expected, the Internet search giant lowered its estimated price range to between \$85 and \$95 per share, down from its earlier prediction of \$108 and \$135 per share."
2523,3,"LONDON (Reuters) - Oil prices have surged to a new high of \$47 a barrel after a new threat by rebel militia against Iraqi oil facilities, and as the United States says inflation has stayed in check despite rising energy costs."
2524,3,"NEW YORK, August 18 (New Ratings)  The Halliburton Company (HAL.NYS) has reportedly gained more time to justify its bills to the US Army, regarding the company #39;s contract to provide logistic services to the US troops in Iraq."
2525,3,"Telecommunications companies Swisscom AG and Telekom Austria AG are in talks over a possible merger, Swisscom said in a statement late Tuesday. "
2526,4,"Version 7.2 is the first update since mid-2003. The new release is based on version 1.7 of Mozilla, the most recent version of the Mozilla internet application suite."
2527,4,"Specialist in productivity-enhancing host access, Attachmate, today announces the launch of  #39;next generation #39; emulation with EXTRA! Mainframe Server Edition version 8.0 for Windows XP. EXTRA! Mainframe Server Edition offers: 1) complete security framework ..."
2528,4,"AP DE BON DESIR, Quebec, Aug. 11 - A few miles from this spit along the pink granite coast of the Gulf of St. Lawrence, there is a sheltered cove that has witnessed the full span of the human relationship with whales."
2529,2,ATHENS (Reuters) - Greece #39;s top two sprinters pulled out of the Olympics on Wednesday after inflicting six days of embarrassment on their country over a hide-and-seek contest with anti-doping enforcers.
2530,2,ANCIENT OLYMPIA (Reuters) - American Kristin Heaston launched the shot 16.41 metres to become the first woman to compete at Olympia in the first athletics meeting in the tree-lined grove since the ancient Games were abolished in AD 393.
2531,1,"POLICE defused a bomb near Premier Silvio Berlusconi #39;s villa on the island of Sardinia early today following a tip-off from a radical leftist group, shortly after a visit by British Prime Minister Tony Blair."
2532,1,"MOSCOW, Aug. 18 (Xinhuanet) -- Three Georgian servicemen were killed while five others were wounded in overnight fighting in Georgia #39;s breakaway province of South Ossetia, Russian news agencies reported, citing Georgian officials."
2533,3," LONDON (Reuters) - OPEC producers have said they see little  impact on economic growth so far from oil's relentless price  surge, which Wednesday racked up yet another record high."
2534,4,"Reuters - Tens of thousands of Pakistanis\endured hours of stifling heat this week to accept an offer of\free mobile phone connections, a sign of the pent-up demand in\a country where cell phone usage has remained low."
2535,4," ISLAMABAD (Reuters) - Tens of thousands of Pakistanis  endured hours of stifling heat this week to accept an offer of  free mobile phone connections, a sign of the pent-up demand in  a country where cell phone usage has remained low."
2536,4,"Waves over 20m high are getting bigger, more frequent and are eroding Britain's Atlantic coast, experts say."
2537,1,AP - An official once in charge of guarding cultural relics has been sentenced to death in China's biggest antiquities theft case since the start of communist rule in 1949.
2538,1,Iraq's National Conference refused today to send a second delegation to negotiate an end to fighting between U.S. troops and loyalists of Shiite cleric Moktada al-Sadr.
2539,3,"Google, Inc. significantly cut the expected share price for its initial public stock offering this morning, signaling lower-than-anticipated demand for the most highly publicized new stock since the late 1990s."
2540,3,US stocks are seen off a touch at the open Wednesday as the price of oil continues to plague investor sentiment. 
2541,3,BOSTON (AP) -- The layoffs are a result of Bank America #39;s merger with FleetBoston Financial Corporation.
2542,4,"The two newly spotted, faint moons are about 3 miles and 4 miles across, and roughly 200,000 kilometres from Saturn #39;s centre."
2543,4,IBM #39;s new eServer allows users to run multiple OS environments at the same time to increase efficiency. Customers can purchase the machine based on the processing power they need. The server comes in configurations from one to four-way and ...
2544,2,"ATHENS, Greece - Michael Phelps, seeking his sixth medal of the Athens Olympics, advanced in the 200-meter individual medley Wednesday with a conservative swim."
2545,2,"According to White Sox manager Ozzie Guillen, umpire Hunter Wendelstedt filed a claim that said Guillen spat on him during an Aug. 9 argument, a big reason Guillen was dealt with so severely by Major League Baseball."
2546,1,"Militia fighters loyal to the radical cleric Moqtada al-Sadr today continued to battle US soldiers in Najaf, hours after a delegation from Iraq #39;s national conference had left the city empty-handed when its truce offer was turned down."
2547,1,Police defused a bomb near Italian Premier Silvio Berlusconi #39;s villa in Sardinia early today shortly after Tony and Cherie Blair ended a visit to the Italian leader.
2548,1,The family of the murdered journalist Daniel Pearl has appealed to American politicians not to use his name in their election campaigns. 
2549,3,"Reuters - New applications for U.S. home loans\rose last week while refinancings surged, as 30-year mortgage\interest rates fell to their lowest level in over four months,\an industry group said on Wednesday."
2550,3,"NEW YORK (Reuters) - New applications for U.S. home loans  rose last week while refinancings surged, as 30-year mortgage  interest rates fell to their lowest level in over four months,  an industry group said on Wednesday."
2551,1,AFP - German Chancellor Gerhard Schroeder said that the hike in oil prices was not currently hurting the eurozone's biggest economy but that he was closely watching the cost of crude.
2552,1,"AP - A rocket slammed into a busy market in the northern Iraqi city of Mosul on Wednesday, killing at least five civilians, a U.S. military spokeswoman said."
2553,4,"Google, Inc. significantly cut the expected share price this morning for its initial public stock offering, signaling lower-than-anticipated demand for the most highly publicized new stock since the late 1990s."
2554,4,Countries begin test programs--get ready for a facial scan the next time you take an overseas flight.
2555,1,"AFP - Eight men arrested in anti-terrorist raids two weeks ago were set to appear in a high-security court in London on charges of conspiracy to murder and plotting radioactive, chemical or explosive attacks."
2556,1,"Palestinian leader Yasser Arafat makes a rare admission that ""unacceptable mistakes"" have been made under him."
